timestamp,temp,hum,batt_soc,batt_temp,pm2.5,pm10,no2_we,ox_we
2024-08-01 00:00:00,59.0,74.85,69.08,59.96,26.3,42.32,226.59,250.0
2024-08-01 00:10:00,59.0,68.36,68.31,64.15,20.57,33.3,220.07,259.97
2024-08-01 00:20:00,74.53,79.94,67.53,79.47,11.85,20.88,237.63,250.0
2024-08-01 00:30:00,63.1,76.43,66.67,69.78,13.8,26.91,282.86,253.46
2024-08-01 00:40:00,59.0,77.43,66.02,63.25,12.48,28.09,231.27,250.0
2024-08-01 00:50:00,61.88,78.72,65.39,62.77,5.0,10.0,239.23,250.0
2024-08-01 01:00:00,65.55,68.65,64.43,69.08,36.64,54.83,252.88,250.0
2024-08-01 01:10:00,66.03,74.75,63.6,70.13,15.7,26.86,272.4,250.0
2024-08-01 01:20:00,62.21,80.0,62.81,65.42,7.87,12.03,256.67,250.0
2024-08-01 01:30:00,65.64,76.96,62.3,68.19,31.53,59.03,274.16,250.0
2024-08-01 01:40:00,67.52,62.62,61.49,64.26,13.41,24.55,248.42,250.0
2024-08-01 01:50:00,61.78,61.63,60.72,64.09,20.83,43.52,295.65,250.0
2024-08-01 02:00:00,61.33,73.02,60.09,63.96,12.93,22.22,237.19,250.0
2024-08-01 02:10:00,63.92,72.01,59.25,68.06,8.92,10.0,234.08,251.78
2024-08-01 02:20:00,63.94,66.57,58.49,69.06,5.0,10.0,216.99,250.0
2024-08-01 02:30:00,71.04,67.43,57.86,75.99,20.68,36.73,226.65,250.0
2024-08-01 02:40:00,60.3,68.32,56.84,63.85,9.88,18.91,284.89,292.33
2024-08-01 02:50:00,64.04,65.11,56.32,67.35,21.27,30.08,234.22,250.0
2024-08-01 03:00:00,63.49,76.92,55.85,67.69,10.55,14.34,240.22,250.0
2024-08-01 03:10:00,64.25,73.91,54.88,67.71,27.16,41.78,250.05,250.0
2024-08-01 03:20:00,68.01,67.87,53.7,70.38,8.33,18.59,243.23,250.0
2024-08-01 03:30:00,66.85,70.24,52.65,67.78,5.0,10.0,202.1,250.0
2024-08-01 03:40:00,76.1,68.46,51.29,79.74,5.0,12.22,251.44,250.0
2024-08-01 03:50:00,69.43,69.57,50.46,72.08,36.7,62.0,252.46,250.0
2024-08-01 04:00:00,66.45,67.18,49.64,73.24,7.28,19.22,232.98,250.0
2024-08-01 04:10:00,71.83,67.79,48.89,76.31,12.09,23.0,269.06,280.04
2024-08-01 04:20:00,68.37,65.78,47.8,69.68,18.51,32.25,235.47,252.42
2024-08-01 04:30:00,69.59,74.98,47.17,73.61,7.99,12.37,297.34,303.51
2024-08-01 04:40:00,73.72,73.61,46.46,74.7,19.51,27.64,215.85,274.13
2024-08-01 04:50:00,72.37,73.9,45.74,77.78,9.09,10.0,262.85,250.0
2024-08-01 05:00:00,66.0,57.68,45.23,70.23,13.73,25.39,272.84,254.71
2024-08-01 05:10:00,71.08,56.73,44.38,71.97,18.07,36.34,244.1,257.29
2024-08-01 05:20:00,72.4,65.92,43.5,75.0,12.79,25.16,235.03,258.24
2024-08-01 05:30:00,66.77,73.12,42.88,74.34,22.18,40.59,237.83,295.16
2024-08-01 05:40:00,71.66,67.33,42.16,74.85,33.61,53.26,276.0,268.54
2024-08-01 05:50:00,69.29,61.12,41.24,74.05,21.77,40.39,225.77,267.17
2024-08-01 06:00:00,69.97,64.6,41.64,72.87,15.45,16.54,209.43,311.03
2024-08-01 06:10:00,73.1,56.9,41.79,76.47,18.86,36.29,284.44,307.48
2024-08-01 06:20:00,80.95,60.27,41.37,85.59,21.56,43.05,200.0,281.87
2024-08-01 06:30:00,72.79,64.07,40.79,73.51,16.19,36.95,280.94,255.3
2024-08-01 06:40:00,77.42,62.95,40.64,81.48,29.59,51.48,222.63,314.8
2024-08-01 06:50:00,77.93,59.28,40.03,80.06,26.49,42.69,257.26,273.78
2024-08-01 07:00:00,79.34,58.99,40.76,81.64,24.37,32.53,309.31,315.08
2024-08-01 07:10:00,78.05,50.14,42.34,82.35,24.64,41.38,315.16,338.91
2024-08-01 07:20:00,81.53,51.69,42.89,84.73,31.72,60.22,309.15,308.59
2024-08-01 07:30:00,84.58,59.48,43.41,85.82,25.39,44.03,375.87,303.75
2024-08-01 07:40:00,77.92,58.57,44.34,80.33,25.78,44.28,363.32,281.31
2024-08-01 07:50:00,79.78,56.53,45.59,83.18,39.24,66.78,368.91,288.04
2024-08-01 08:00:00,83.39,49.63,47.14,86.13,37.48,64.6,293.49,339.05
2024-08-01 08:10:00,87.23,55.4,48.96,91.42,24.5,38.32,287.5,317.18
2024-08-01 08:20:00,83.08,57.56,49.65,84.33,31.2,58.2,312.47,310.29
2024-08-01 08:30:00,74.33,55.08,51.13,78.57,26.93,46.17,350.38,349.52
