timestamp,temp,hum,batt_soc,batt_temp,pm2.5,pm10,no2_we,ox_we
2024-08-01 00:00:00,61.55,75.56,69.45,62.7,15.8,26.62,239.31,250.0
2024-08-01 00:10:00,61.34,80.0,68.55,63.88,5.0,12.23,233.25,250.0
2024-08-01 00:20:00,59.0,69.96,67.61,62.45,21.58,41.27,301.51,250.0
2024-08-01 00:30:00,69.18,80.0,66.88,73.31,5.0,10.0,200.89,253.2
2024-08-01 00:40:00,64.1,78.59,66.28,67.33,14.74,23.19,259.47,250.0
2024-08-01 00:50:00,63.91,72.2,65.42,68.08,17.88,29.42,209.78,250.0
2024-08-01 01:00:00,59.0,73.0,64.51,61.6,18.57,35.73,240.98,250.0
2024-08-01 01:10:00,62.36,74.66,63.85,64.16,8.74,10.0,245.67,250.0
2024-08-01 01:20:00,65.09,80.0,63.1,70.05,5.0,10.35,259.88,250.0
2024-08-01 01:30:00,59.0,74.92,62.38,67.09,17.02,28.0,216.71,250.0
2024-08-01 01:40:00,67.89,80.0,61.5,69.25,20.25,46.32,220.76,250.0
2024-08-01 01:50:00,66.57,73.79,60.62,70.77,17.93,33.85,246.22,250.0
2024-08-01 02:00:00,67.31,64.4,60.05,71.54,12.37,12.91,219.27,250.0
2024-08-01 02:10:00,61.06,71.69,58.86,62.74,24.51,43.43,312.48,250.0
2024-08-01 02:20:00,61.81,71.95,58.02,66.82,9.02,10.07,269.97,250.0
2024-08-01 02:30:00,59.0,74.82,57.45,64.76,22.41,30.52,246.86,250.0
2024-08-01 02:40:00,64.77,68.01,56.65,69.96,22.62,38.31,250.19,250.0
2024-08-01 02:50:00,65.46,76.45,55.61,69.11,11.09,18.43,251.24,250.0
2024-08-01 03:00:00,65.85,75.59,55.2,68.67,20.54,42.74,289.91,253.26
2024-08-01 03:10:00,60.78,78.4,54.32,65.24,10.81,16.47,259.0,250.0
2024-08-01 03:20:00,71.92,70.27,53.74,76.11,20.5,33.95,258.49,250.0
2024-08-01 03:30:00,72.02,73.23,53.13,71.45,5.0,10.0,279.66,250.0
2024-08-01 03:40:00,63.59,65.07,52.19,66.12,21.57,37.65,206.21,250.0
2024-08-01 03:50:00,70.86,66.71,51.11,75.03,10.57,23.11,232.82,252.64
2024-08-01 04:00:00,70.66,72.74,50.34,75.65,24.47,32.29,288.69,251.72
2024-08-01 04:10:00,69.45,72.03,49.6,72.44,5.0,10.0,247.6,250.0
2024-08-01 04:20:00,74.76,72.97,48.71,76.06,5.0,10.0,200.0,278.12
2024-08-01 04:30:00,62.0,69.16,47.78,65.73,8.38,12.53,219.42,274.28
2024-08-01 04:40:00,66.95,72.35,46.71,71.99,6.96,10.0,225.9,250.0
2024-08-01 04:50:00,63.81,65.77,45.53,67.2,18.46,25.25,256.72,250.0
2024-08-01 05:00:00,74.45,68.65,44.68,78.49,31.17,49.52,261.84,250.0
2024-08-01 05:10:00,74.68,60.69,43.79,81.72,21.69,34.2,236.45,274.72
2024-08-01 05:20:00,76.07,60.43,42.96,76.63,17.3,29.33,223.14,256.46
2024-08-01 05:30:00,69.23,62.65,41.84,71.04,15.07,20.19,268.34,261.63
2024-08-01 05:40:00,71.83,66.2,41.3,77.89,5.0,10.0,242.43,281.03
2024-08-01 05:50:00,71.54,62.62,40.63,75.35,12.1,19.84,249.54,250.0
2024-08-01 06:00:00,82.13,55.54,40.87,84.33,5.0,11.9,263.53,317.46
2024-08-01 06:10:00,76.21,60.85,40.12,82.35,5.0,10.0,278.06,297.62
2024-08-01 06:20:00,81.57,58.87,40.6,89.48,12.97,23.33,209.33,277.46
2024-08-01 06:30:00,76.97,55.78,40.85,79.87,19.41,32.58,286.47,297.26
2024-08-01 06:40:00,74.22,71.97,40.63,78.99,14.19,23.02,259.06,301.01
2024-08-01 06:50:00,73.67,53.85,40.73,75.28,20.58,36.58,271.93,309.28
2024-08-01 07:00:00,80.3,39.27,41.66,85.79,28.06,46.11,338.83,345.05
2024-08-01 07:10:00,77.74,55.67,42.09,78.05,37.36,64.37,330.43,305.97
2024-08-01 07:20:00,84.12,56.9,42.66,87.25,21.54,42.42,318.94,313.98
2024-08-01 07:30:00,85.67,62.47,43.27,88.8,25.09,47.94,374.58,310.14
2024-08-01 07:40:00,85.39,58.4,42.9,87.67,25.87,43.53,260.87,338.1
2024-08-01 07:50:00,82.42,53.97,42.73,86.64,30.59,55.41,384.83,300.97
2024-08-01 08:00:00,88.02,48.91,44.21,89.84,25.66,42.37,269.25,407.38
2024-08-01 08:10:00,86.13,53.37,45.8,90.36,16.38,22.89,351.69,352.04
2024-08-01 08:20:00,87.46,38.34,48.4,90.26,22.36,37.34,328.65,346.58
2024-08-01 08:30:00,85.73,42.7,49.92,87.88,18.15,31.31,299.25,317.98
2024-08-01 08:40:00,84.36,60.68,51.74,87.35,40.59,68.25,330.33,320.95
2024-08-01 08:50:00,80.86,53.81,53.33,81.35,31.01,62.69,327.51,321.97
2024-08-01 09:00:00,86.74,45.9,55.37,93.02,22.92,32.4,348.79,390.49
2024-08-01 09:10:00,87.34,58.64,57.05,89.06,37.41,60.53,314.84,359.41
2024-08-01 09:20:00,85.27,57.34,58.51,87.14,17.12,27.69,337.25,347.79
2024-08-01 09:30:00,91.5,57.41,60.63,98.83,39.24,75.31,330.52,335.02
