timestamp,temp,hum,batt_soc,batt_temp,pm2.5,pm10,no2_we,ox_we
2024-08-01 00:00:00,59.9,80.0,69.45,60.61,5.0,10.0,305.76,250.0
2024-08-01 00:10:00,62.41,77.78,68.46,65.69,5.53,12.43,221.45,250.0
2024-08-01 00:20:00,66.42,74.41,67.83,67.84,5.48,10.41,243.61,250.0
2024-08-01 00:30:00,60.86,80.0,66.89,64.51,11.87,21.15,260.48,250.0
2024-08-01 00:40:00,64.47,79.13,66.18,68.43,10.89,10.0,238.15,250.0
2024-08-01 00:50:00,60.07,66.31,65.53,60.31,18.35,30.02,262.96,250.0
2024-08-01 01:00:00,70.32,80.0,64.94,76.52,15.39,26.62,235.59,250.0
2024-08-01 01:10:00,67.1,74.39,64.14,69.55,27.76,47.28,266.84,250.0
2024-08-01 01:20:00,64.76,65.39,63.37,67.25,25.47,47.17,241.59,250.0
2024-08-01 01:30:00,59.69,77.3,62.43,66.36,6.59,10.0,219.67,250.0
2024-08-01 01:40:00,64.5,70.44,61.86,68.15,5.0,10.0,248.28,253.5
2024-08-01 01:50:00,61.17,72.81,60.75,66.96,5.0,10.0,248.34,250.0
2024-08-01 02:00:00,66.68,78.13,59.95,67.13,27.39,43.34,276.38,250.0
2024-08-01 02:10:00,67.15,72.66,59.06,72.28,5.0,10.0,249.37,250.0
2024-08-01 02:20:00,62.26,63.09,58.32,63.64,19.59,34.89,247.64,267.65
2024-08-01 02:30:00,68.59,67.57,57.15,74.59,32.93,52.06,257.31,250.0
2024-08-01 02:40:00,61.95,80.0,56.43,65.62,15.86,20.54,260.26,276.51
2024-08-01 02:50:00,69.75,70.35,55.45,74.52,15.13,25.04,226.67,250.64
2024-08-01 03:00:00,66.96,70.31,54.65,71.25,6.79,10.0,200.0,251.05
2024-08-01 03:10:00,73.63,75.69,53.84,75.15,11.83,16.77,259.59,250.0
2024-08-01 03:20:00,68.28,68.38,52.76,74.9,5.0,10.0,226.72,250.0
2024-08-01 03:30:00,69.54,72.41,51.86,73.99,32.63,57.31,256.44,261.09
2024-08-01 03:40:00,63.56,80.0,51.36,66.14,19.47,22.61,259.79,250.0
2024-08-01 03:50:00,68.2,67.35,50.78,70.1,24.57,39.69,200.0,250.0
2024-08-01 04:00:00,76.23,59.31,49.76,80.4,6.99,10.0,225.69,275.85
2024-08-01 04:10:00,68.86,73.49,48.63,75.04,21.15,36.82,261.47,250.0
2024-08-01 04:20:00,66.29,76.04,47.8,67.75,18.36,32.27,273.81,250.0
2024-08-01 04:30:00,66.47,61.87,46.78,71.26,18.59,35.78,263.15,250.0
2024-08-01 04:40:00,78.18,66.52,45.63,83.25,11.84,18.64,242.68,268.27
2024-08-01 04:50:00,65.52,65.29,44.83,71.45,8.09,10.74,285.09,274.81
2024-08-01 05:00:00,73.85,60.15,44.24,77.37,15.57,26.86,252.7,300.09
2024-08-01 05:10:00,72.16,52.21,43.37,75.64,15.82,23.29,209.25,292.12
2024-08-01 05:20:00,75.93,55.46,42.51,78.1,17.26,27.39,204.25,307.84
2024-08-01 05:30:00,74.78,61.66,41.5,76.23,12.89,12.27,301.18,261.4
2024-08-01 05:40:00,73.02,61.75,40.74,78.25,5.0,11.97,246.11,306.32
2024-08-01 05:50:00,74.71,56.09,39.69,80.47,21.55,35.23,269.74,263.93
2024-08-01 06:00:00,80.55,58.59,39.3,84.44,13.03,24.65,236.8,297.48
2024-08-01 06:10:00,86.02,64.72,39.15,89.93,5.93,17.52,244.98,326.37
2024-08-01 06:20:00,80.54,64.26,39.57,85.92,31.08,54.99,264.89,250.77
2024-08-01 06:30:00,74.84,53.98,39.72,79.73,19.52,26.4,287.09,315.46
2024-08-01 06:40:00,76.98,54.31,39.79,81.46,23.93,36.74,238.98,280.68
2024-08-01 06:50:00,78.25,59.32,39.76,80.72,22.2,42.62,273.28,259.84
2024-08-01 07:00:00,82.04,59.56,40.56,86.48,39.34,70.37,353.26,364.87
2024-08-01 07:10:00,84.79,58.37,41.56,89.0,36.91,64.18,340.15,316.72
2024-08-01 07:20:00,79.98,59.34,42.21,82.39,29.32,51.95,305.63,362.8
2024-08-01 07:30:00,80.67,51.5,44.35,83.73,45.07,80.0,334.73,304.19
2024-08-01 07:40:00,81.4,52.37,45.51,84.83,30.51,63.16,291.03,290.45
